trade_idea_id,ticker,first_signal_time,latest_signal_time,signal_count,sweep_low_time,sweep_low_price,first_signal_price,latest_signal_price,latest_signal_high,bull_fvg_lower,bull_fvg_upper,range_50,fvg_50,entry_price,entry_source,entry_model_ready,stop_price,risk,target_1r,target_2r,target_3r,entry_filled,entry_time,entry_delay_candles,stop_hit,stop_time,target_1r_hit,target_1r_time,target_2r_hit,target_2r_time,target_3r_hit,target_3r_time,first_terminal_event,final_status,max_favorable_r,max_adverse_r,best_score,latest_score,best_meter_probability,latest_meter_probability,isl_sweep,protected_lows,bull_fvg_retest,range_quality,range_width_atr,range_age,target_highs,target_distance_atr,deeper_isl_pending,deeper_isl_atr,atr_ratio,fvg_atr,last_updated_at
HINDCOPPER.NS_1776242700_5cc108cc662c,HINDCOPPER.NS,1776314700,1776314700,1,1776242700,546.65,561.4,561.4,566.0,,,556.325,541.825,556.325,,False,546.65,9.675,566.0,575.675,585.35,True,1776656700,13,True,1777002300,True,1776656700,True,1778125500,True,1778557500,target_1r,entry_model_unavailable,6.354,-2.897,2.3958,2.3958,0.7090644654088051,0.7091,False,0,False,,,0,0,,False,,1.04,0.857,2026-06-15T09:56:43.212337+00:00
TATAPOWER.NS_1776318300_10f4f2348220,TATAPOWER.NS,1776397500,1776397500,1,1776318300,416.3,426.55,426.55,431.9,,,424.1,413.725,424.1,,False,416.3,7.8,431.9,439.7,447.5,True,1778561100,109,True,1778643900,,,,,,,stop,entry_model_unavailable,0.744,-3.705,0.0781,0.0716,0.40950943396226425,0.3355,False,0,False,,,0,0,,False,,1.178,0.047,2026-06-15T09:56:43.212337+00:00
NMDC.NS_1776321900_2bbbd5dbf4ac,NMDC.NS,1776404700,1776404700,1,1776321900,85.87,88.59,88.59,89.59,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,2.4202,2.4202,0.92,0.92,False,0,False,39.3,6.133,18,0,,True,3.725,1.76,0.819,2026-06-15T09:56:43.212337+00:00
BSOFT.NS_1776678300_81ef118d65c8,BSOFT.NS,1776743100,1776743100,1,1776678300,380.45,394.75,394.75,399.75,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,0.5241,0.5241,0.4727924528301887,0.4728,False,0,False,23.3,9.192,10,0,,True,2.702,1.392,0.126,2026-06-15T09:56:43.212337+00:00
BALRAMCHIN.NS_1776764700_b9e149266f06,BALRAMCHIN.NS,1776829500,1776829500,1,1776764700,505.1,519.0,519.0,522.0,488.0,513.5,513.55,500.75,513.55,range_50,True,505.1,8.45,522.0,530.45,538.9,True,1778471100,29,True,1777362300,True,1777005900,True,1777261500,True,1778643900,target_1r,target_1r,6.68,-0.302,0.8937,0.8937,0.317794750656168,0.3178,False,0,True,31.3,11.539,14,1,0.347,True,3.995,0.764,0.452,2026-06-15T09:56:43.212337+00:00
GRANULES.NS_1776757500_41aad32819e9,GRANULES.NS,1776829500,1776829500,1,1776757500,652.25,685.0,685.0,689.85,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,0.2744,0.2744,0.12,0.12,False,0,False,23.3,7.881,10,0,,True,3.671,0.777,0.179,2026-06-15T09:56:43.212337+00:00
MARICO.NS_1776753900_aadc1d5843eb,MARICO.NS,1776829500,1776829500,1,1776753900,754.6,763.05,763.05,770.45,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,0.2824,0.2227,0.19437735849056598,0.12,False,0,False,,,0,0,,False,,0.85,0.2,2026-06-15T09:56:43.212337+00:00
CIPLA.NS_1776829500_3d49e87263b2,CIPLA.NS,1776840300,1776840300,1,1776829500,1222.5,1235.1,1235.1,1237.2,,,1229.85,1217.75,1229.85,,False,1222.5,7.35,1237.2,1244.55,1251.9,False,,,,,,,,,,,,entry_model_unavailable,,,0.0979,0.0979,0.22324528301886787,0.2232,False,0,False,,,0,0,,False,,1.003,0.052,2026-06-15T09:56:43.212337+00:00
INDIGO.NS_1776833100_6e454657f3dc,INDIGO.NS,1776840300,1776840300,1,1776833100,4625.2998,4684.0,4684.0,4712.7002,4434.8999,4629.6001,4669.0,4532.25,4669.0,range_50,True,4625.2998,43.7002,4712.7002,4756.4004,4800.1006,True,1777952700,1,True,1776851100,True,1781250300,True,1781495100,True,1781495100,stop,stop,6.231,-11.954,0.5005,0.5005,0.24143396226415093,0.2414,False,0,True,31.3,4.936,14,1,1.076,True,1.559,0.969,0.191,2026-06-15T09:56:43.212337+00:00
ADANIPORTS.NS_1776915900_1f45313c8fa7,ADANIPORTS.NS,1776923100,1776923100,1,1776915900,1566.7,1603.0,1603.0,1610.7,1564.0,1568.1,1588.7,1566.05,1588.7,range_50,True,1566.7,22.0,1610.7,1632.7,1654.7,False,1777005900,2,True,1777013100,True,1777261500,True,1777261500,True,1777434300,stop,no_entry_yet,11.55,-1.459,0.7465,0.7465,0.2348484251968504,0.2348,False,0,True,50.0,13.243,29,1,0.089,True,10.605,0.891,0.303,2026-06-15T09:56:43.212337+00:00
SBIN.NS_1776926700_e0fb343bddb2,SBIN.NS,1777002300,1777002300,1,1776926700,1082.5,1095.2,1095.2,1101.35,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,2.53,2.0584,0.8066666666666666,0.7879,False,0,False,,,0,0,,False,,1.644,0.415,2026-06-15T09:56:43.212337+00:00
GRASIM.NS_1776937500_c52ac582aefd,GRASIM.NS,1777005900,1777005900,1,1776937500,2727.0,2752.8,2752.8,2768.2,2632.7,2738.3,2747.6,2685.5,2747.6,range_50,True,2727.0,20.6,2768.2,2788.8,2809.4,False,1777520700,1,,,True,1777261500,True,1777265100,True,1777275900,target_1r,no_entry_yet,21.84,-0.316,0.9021,0.9021,0.3713186351706037,0.3713,True,1,True,53.3,4.706,28,2,1.972,True,0.189,0.823,0.544,2026-06-15T09:56:43.212337+00:00
NMDC.NS_1777005900_91f9043d4f50,NMDC.NS,1777013100,1777013100,1,1777005900,86.71,88.8,88.8,89.46,,,88.085,86.755,88.085,,False,86.71,1.375,89.46,90.835,92.21,True,1777959900,41,True,1778489100,True,1778039100,True,1778125500,True,1778730300,target_1r,entry_model_unavailable,4.484,-1.218,0.098,0.0802,0.4636981132075471,0.2425,False,0,False,,,0,0,,False,,1.033,0.077,2026-06-15T09:56:43.212337+00:00
HEROMOTOCO.NS_1777016700_76be35481e2f,HEROMOTOCO.NS,1777261500,1777261500,1,1777016700,4943.5,5071.0,5071.0,5094.0,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,1.3876,1.3876,0.5290620487297578,0.5291,False,0,False,60.0,10.085,151,1,5.013,True,0.949,1.085,0.705,2026-06-15T09:56:43.212337+00:00
MCX.NS_1777020300_0d856fb04255,MCX.NS,1777261500,1777261500,1,1777020300,2756.0,2802.2,2802.2,2810.2,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,0.393,0.3416,0.28416666666666673,0.12,False,0,False,,,0,0,,False,,0.787,0.289,2026-06-15T09:56:43.212337+00:00
ADANIPORTS.NS_1777016700_f34ba520df08,ADANIPORTS.NS,1777268700,1777268700,1,1777016700,1556.6,1628.3,1628.3,1649.8,1551.6,1568.0,1603.2,1559.8,1603.2,range_50,True,1556.6,46.6,1649.8,1696.4,1743.0,False,1777535100,5,,,True,1777538700,True,1777866300,True,1777873500,target_1r,no_entry_yet,5.461,-0.112,3.647,3.647,0.92,0.92,True,1,True,50.0,13.243,29,0,,True,10.391,1.397,1.081,2026-06-15T09:56:43.212337+00:00
HEROMOTOCO.NS_1777279500_26f8a387819b,HEROMOTOCO.NS,1777347900,1777347900,1,1777279500,5033.0,5076.5,5076.5,5105.0,4985.0,5056.0,5069.0,5020.5,5069.0,range_50,True,5033.0,36.0,5105.0,5141.0,5177.0,True,1777952700,1,True,1777355100,True,1777434300,True,1777434300,True,1777434300,stop,stop,10.806,-8.942,0.3516,0.3516,0.2425,0.2425,False,0,True,60.0,10.085,151,1,4.5,True,2.183,0.687,0.378,2026-06-15T09:56:43.212337+00:00
POLYCAB.NS_1777279500_02e8caa6f7b1,POLYCAB.NS,1777347900,1777347900,1,1777279500,8021.0,8142.0,8142.0,8184.5,,,8102.75,7989.75,8102.75,,False,8021.0,81.75,8184.5,8266.25,8348.0,True,1777520700,14,True,1777520700,True,1777866300,True,1777880700,True,1777884300,stop,entry_model_unavailable,20.45,-1.606,0.4988,0.4988,0.49332075471698117,0.4933,False,0,False,,,0,0,,False,,1.424,0.262,2026-06-15T09:56:43.212337+00:00
BAJAJ-AUTO.NS_1777365900_936cef91e6b4,BAJAJ-AUTO.NS,1777434300,1777434300,1,1777365900,9475.0,9645.0,9645.0,9706.0,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,0.4057,0.3124,0.23,0.12,False,0,False,,,0,0,,False,,0.822,0.228,2026-06-15T09:56:43.212337+00:00
HINDPETRO.NS_1777362300_05a996068537,HINDPETRO.NS,1777434300,1777434300,1,1777362300,375.05,381.45,381.45,384.35,375.0,381.05,379.7,378.025,379.7,range_50,True,375.05,4.65,384.35,389.0,393.65,True,1777952700,1,True,1777520700,True,1778049900,True,1778053500,True,1778053500,stop,stop,6.978,-5.086,0.2236,0.2236,0.27350943396226407,0.2735,False,0,True,60.0,5.437,60,0,,True,1.945,1.019,0.123,2026-06-15T09:56:43.212337+00:00
MARUTI.NS_1777369500_59db3c3d407b,MARUTI.NS,1777434300,1777434300,1,1777369500,12830.0,13489.0,13489.0,13536.0,12800.0,13248.0,13183.0,13024.0,13183.0,range_50,True,12830.0,353.0,13536.0,13889.0,14242.0,True,1778575500,41,True,1779248700,True,1777866300,True,1777866300,,,stop,stop,2.204,-1.297,22.4427,22.4427,0.92,0.92,True,2,True,8.0,4.68,4,0,,True,7.321,2.092,2.503,2026-06-15T09:56:43.212337+00:00
SBILIFE.NS_1777434300_71ae5c2fdab7,SBILIFE.NS,1777437900,1777437900,1,1777434300,1797.4,1818.4,1818.4,1829.5,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,0.0901,0.0901,0.18154716981132069,0.1815,False,0,False,,,0,0,,False,,0.938,0.091,2026-06-15T09:56:43.212337+00:00
BHARATFORG.NS_1777365900_f9d52676e949,BHARATFORG.NS,1777441500,1777441500,1,1777365900,1890.9,1938.9,1938.9,1949.8,1877.8,1894.3,1920.35,1886.05,1920.35,range_50,True,1890.9,29.45,1949.8,1979.25,2008.7,True,1777952700,1,True,1777520700,True,1778136300,True,1778136300,True,1778136300,stop,stop,4.199,-3.462,0.2695,0.2695,0.2129166666666667,0.2129,False,0,True,56.7,5.91,36,0,,True,3.032,0.774,0.307,2026-06-15T09:56:43.212337+00:00
ABB.NS_1777437900_befd98a20393,ABB.NS,1777445100,1777445100,1,1777437900,7212.0,7315.5,7315.5,7373.0,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,0.462,0.462,0.2335094339622641,0.2335,False,0,False,60.0,8.256,91,1,1.815,True,6.275,1.019,0.295,2026-06-15T09:56:43.212337+00:00
LT.NS_1777362300_74c271a097da,LT.NS,1777445100,1777445100,1,1777362300,4024.3999,4123.6001,4123.6001,4126.0,4017.2,4064.5,4075.2,4040.85,4075.2,range_50,True,4024.3999,50.8001,4126.0,4176.8001,4227.6001,True,1777952700,1,True,1777520700,True,1777866300,True,1781495100,,,stop,stop,2.75,-4.472,1.2296,1.2296,0.4928287253008468,0.4928,False,0,True,50.0,4.092,42,0,,True,0.47,0.966,0.759,2026-06-15T09:56:43.212337+00:00
TATACHEM.NS_1777452300_d72b76cc1e50,TATACHEM.NS,1777520700,1777520700,1,1777452300,781.0,802.3,802.3,853.55,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,0.1751,0.1751,0.12,0.12,False,0,False,60.0,10.566,80,0,,True,4.96,0.721,0.181,2026-06-15T09:56:43.212337+00:00
AARTIIND.NS_1777527900_80a51047d992,AARTIIND.NS,1777535100,1777535100,1,1777527900,496.0,507.6,507.6,510.0,,,503.0,494.825,503.0,,False,496.0,7.0,510.0,517.0,524.0,True,1777952700,10,True,1777952700,,,,,,,stop,entry_model_unavailable,0.971,-10.414,0.1824,0.1756,0.4447924528301887,0.3907,False,0,False,,,0,0,,False,,1.264,0.096,2026-06-15T09:56:43.212337+00:00
MRF.NS_1777520700_47ca1cee73c8,MRF.NS,1777535100,1777535100,1,1777520700,128750.0,130645.0,130645.0,131100.0,,,129925.0,130080.0,130080.0,,False,128750.0,1330.0,131410.0,132740.0,134070.0,True,1777538700,1,True,1777880700,True,1777866300,True,1778136300,,,target_1r,entry_model_unavailable,2.835,-6.075,1.8752,1.1733,0.8052987421383648,0.3631,False,0,False,,,0,0,,False,,0.986,0.34,2026-06-15T09:56:43.212337+00:00
HAL.NS_1777524300_c5a8aeed61e7,HAL.NS,1777538700,1777538700,1,1777524300,4289.5,4337.7998,4337.7998,4378.8999,,,4334.2,4287.6001,4334.2,,False,4289.5,44.7,4378.8999,4423.5999,4468.2998,True,1777542300,1,True,1779075900,True,1777866300,True,1777866300,True,1777866300,target_1r,entry_model_unavailable,11.224,-4.121,2.6925,2.6312,0.92,0.92,False,0,False,,,0,0,,False,,1.661,0.766,2026-06-15T09:56:43.212337+00:00
BAJAJFINSV.NS_1777538700_a0b4c5880192,BAJAJFINSV.NS,1777866300,1777866300,1,1777538700,1718.7,1762.5,1762.5,1775.9,,,1747.3,1734.0,1747.3,,False,1718.7,28.6,1775.9,1804.5,1833.1,True,1777952700,7,True,1778730300,True,1777963500,True,1778039100,True,1778057100,target_1r,entry_model_unavailable,3.458,-1.829,2.4926,1.6759,0.92,0.6738,False,0,False,,,0,0,,False,,1.234,0.533,2026-06-15T09:56:43.212337+00:00
GRANULES.NS_1777538700_25bb94e8fea3,GRANULES.NS,1777866300,1777866300,1,1777538700,692.2,706.5,706.5,715.95,,,704.075,692.2,704.075,,False,692.2,11.875,715.95,727.825,739.7,True,1777877100,3,,,True,1778039100,True,1778042700,True,1778042700,target_1r,entry_model_unavailable,8.246,-0.343,0.4135,0.4135,0.2732830188679245,0.2733,False,0,False,,,0,0,,False,,1.081,0.216,2026-06-15T09:56:43.212337+00:00
M&MFIN.NS_1777542300_18f98c1df1b9,M&MFIN.NS,1777866300,1777866300,1,1777542300,309.45,318.0,318.0,321.7,,,315.575,304.9,315.575,,False,309.45,6.125,321.7,327.825,333.95,True,1777869900,1,True,1777877100,True,1778049900,True,1778057100,True,1778222700,stop,entry_model_unavailable,4.135,-5.947,1.1708,0.9243,0.6525624770960233,0.4263,False,0,False,,,0,0,,False,,0.9,0.798,2026-06-15T09:56:43.212337+00:00
PIIND.NS_1777524300_4806c73cfc43,PIIND.NS,1777866300,1777866300,1,1777524300,3016.8999,3100.0,3100.0,3124.8,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,11.6174,11.6174,0.8616603773584905,0.8617,False,0,False,,,0,0,,False,,1.172,1.849,2026-06-15T09:56:43.212337+00:00
UPL.NS_1777531500_0f204d81d5fe,UPL.NS,1777866300,1777866300,1,1777531500,630.0,654.85,654.85,655.7,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,6.445,6.445,0.92,0.92,False,0,False,,,0,0,,False,,1.475,1.188,2026-06-15T09:56:43.212337+00:00
ZYDUSLIFE.NS_1777542300_3315e94c357c,ZYDUSLIFE.NS,1777866300,1777866300,1,1777542300,890.5,901.05,901.05,904.5,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,0.4872,0.2998,0.26,0.12,False,0,False,,,0,0,,False,,0.712,0.226,2026-06-15T09:56:43.212337+00:00
ACC.NS_1777866300_35151ca4a2eb,ACC.NS,1777873500,1777873500,1,1777866300,1402.5,1425.0,1425.0,1436.0,,,1419.25,1374.55,1419.25,,False,1402.5,16.75,1436.0,1452.75,1469.5,True,1777877100,1,True,1777884300,,,,,,,stop,entry_model_unavailable,0.881,-5.209,0.1969,0.1726,0.301811320754717,0.12,False,0,False,,,0,0,,False,,0.893,0.163,2026-06-15T09:56:43.212337+00:00
BAJFINANCE.NS_1777538700_5df1ac645728,BAJFINANCE.NS,1777873500,1777873500,1,1777538700,933.9,957.15,957.15,966.0,,,949.95,937.65,949.95,,False,933.9,16.05,966.0,982.05,998.1,True,1777877100,1,True,1777952700,True,1778039100,True,1778039100,,,stop,entry_model_unavailable,2.364,-5.576,0.3326,0.1363,0.23713207547169807,0.12,False,0,False,,,0,0,,False,,0.695,0.141,2026-06-15T09:56:43.212337+00:00
RELIANCE.NS_1777524300_8641fc0c4bb6,RELIANCE.NS,1777877100,1777877100,1,1777524300,1393.1,1460.1,1460.1,1464.0,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,5.5141,5.5141,0.92,0.92,False,0,False,,,0,0,,False,,1.389,2.106,2026-06-15T09:56:43.212337+00:00
ABFRL.NS_1777880700_c694c857fa76,ABFRL.NS,1777887900,1777887900,1,1777880700,62.4,66.0,66.0,66.31,,,64.355,62.96,64.355,,False,62.4,1.955,66.31,68.265,70.22,True,1777952700,1,True,1778575500,True,1778057100,True,1778132700,,,target_1r,entry_model_unavailable,2.417,-2.765,2.1981,2.1981,0.7474371069182391,0.7474,False,0,False,,,0,0,,False,,1.055,0.926,2026-06-15T09:56:43.212337+00:00
NAVINFLUOR.NS_1777884300_8457384a3f15,NAVINFLUOR.NS,1777956300,1777956300,1,1777884300,6760.5,6911.0,6911.0,6927.0,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,0.9691,0.9691,0.351398031496063,0.3514,False,0,False,,,0,0,,False,,0.751,0.603,2026-06-15T09:56:43.212337+00:00
BAJAJFINSV.NS_1777952700_e51edab2ad5a,BAJAJFINSV.NS,1777963500,1777963500,1,1777952700,1742.8,1791.3,1791.3,1795.4,,,1769.1,1734.0,1769.1,,False,1742.8,26.3,1795.4,1821.7,1848.0,True,1778561100,33,True,1778575500,,,,,,,stop,entry_model_unavailable,0.278,-2.817,0.6521,0.6521,0.43106638191452484,0.4311,False,0,False,,,0,0,,False,,1.148,0.431,2026-06-15T09:56:43.212337+00:00
M&M.NS_1777952700_5abe45684bae,M&M.NS,1777963500,1777963500,1,1777952700,3070.3999,3174.2,3174.2,3184.7,,,3127.5499,3072.55,3127.5499,,False,3070.3999,57.15,3184.7,3241.85,3299.0001,True,1778647500,40,True,1779075900,True,1778816700,,,,,target_1r,entry_model_unavailable,1.073,-3.7,0.4039,0.3336,0.25958333333333333,0.2038,False,0,False,,,0,0,,False,,0.654,0.381,2026-06-15T09:56:43.212337+00:00
BAJFINANCE.NS_1777952700_f4528f190d31,BAJFINANCE.NS,1777967100,1777967100,1,1777952700,933.2,955.55,955.55,960.15,,,946.675,938.85,946.675,,False,933.2,13.475,960.15,973.625,987.1,True,1778471100,24,True,1778557500,,,,,,,stop,entry_model_unavailable,0.692,-6.399,0.7787,0.7787,0.3351779279948497,0.3352,False,0,False,,,0,0,,False,,0.979,0.418,2026-06-15T09:56:43.212337+00:00
POWERGRID.NS_1777959900_cf45ed07909b,POWERGRID.NS,1777970700,1777970700,1,1777959900,315.0,319.7,319.7,321.15,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,0.4927,0.3161,0.3678867924528301,0.12,False,0,False,,,0,0,,False,,0.846,0.194,2026-06-15T09:56:43.212337+00:00
ESCORTS.NS_1777967100_fa2f93e09b6a,ESCORTS.NS,1778039100,1778039100,1,1777967100,3196.2,3299.7,3299.7,3305.0,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,0.0623,0.0623,0.12,0.12,False,0,False,,,0,0,,False,,0.835,0.071,2026-06-15T09:56:43.212337+00:00
AUBANK.NS_1778049900_6325368f0028,AUBANK.NS,1778057100,1778057100,1,1778049900,1002.0,1024.6,1024.6,1028.3,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,1.4056,1.3179,0.8260267518446986,0.7754,False,0,False,,,0,0,,False,,1.224,0.914,2026-06-15T09:56:43.212337+00:00
BANKBARODA.NS_1778049900_ea3ec466d518,BANKBARODA.NS,1778057100,1778125500,1,1778049900,262.9,270.3,269.15,271.7,,,267.3,265.535,267.3,,False,262.9,4.4,271.7,276.1,280.5,True,1778132700,2,True,1778226300,,,,,,,stop,entry_model_unavailable,0.807,-2.705,1.1237,0.8473,0.7883098425196851,0.6307,False,0,False,,,0,0,,False,,1.268,0.659,2026-06-15T09:56:43.212337+00:00
DLF.NS_1778049900_a70a7b495d65,DLF.NS,1778057100,1778125500,1,1778049900,594.95,608.0,609.0,615.6,,,605.275,593.5,605.275,,False,594.95,10.325,615.6,625.925,636.25,True,1778471100,14,True,1778471100,,,,,,,stop,entry_model_unavailable,0.249,-4.966,0.0757,0.0757,0.16,0.12,False,0,False,,,0,0,,False,,0.762,0.096,2026-06-15T09:56:43.212337+00:00
DALBHARAT.NS_1778049900_64545d27b32e,DALBHARAT.NS,1778125500,1778125500,1,1778049900,1939.2,1967.2,1967.2,1993.9,,,1966.55,1933.95,1966.55,,False,1939.2,27.35,1993.9,2021.25,2048.6,True,1778129100,1,True,1778211900,,,,,,,stop,entry_model_unavailable,0.879,-12.21,0.485,0.485,0.27,0.2534,False,0,False,,,0,0,,False,,1.05,0.273,2026-06-15T09:56:43.212337+00:00
HEROMOTOCO.NS_1778042700_5510871004da,HEROMOTOCO.NS,1778125500,1778125500,1,1778042700,4953.0,5320.0,5320.0,5368.0,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,9.3953,8.72,0.92,0.92,False,0,False,,,0,0,,False,,4.358,1.319,2026-06-15T09:56:43.212337+00:00
TATACONSUM.NS_1778125500_7bdce5eebe41,TATACONSUM.NS,1778132700,1778132700,1,1778125500,1135.9,1153.7,1153.7,1162.2,,,1149.05,1135.6,1149.05,,False,1135.9,13.15,1162.2,1175.35,1188.5,True,1778136300,1,,,True,1778211900,True,1778219100,True,1778222700,target_1r,entry_model_unavailable,10.148,-0.49,0.329,0.329,0.5246415094339623,0.3778,False,0,False,46.4,3.69,21,1,0.541,False,,1.244,0.23,2026-06-15T09:56:43.212337+00:00
LALPATHLAB.NS_1778147100_bb87b777cd93,LALPATHLAB.NS,1778211900,1778211900,1,1778147100,1550.0,1618.5,1618.5,1623.0,1543.5,1569.7,1586.5,1556.6,1586.5,range_50,True,1550.0,36.5,1623.0,1659.5,1696.0,True,1778568300,17,True,1780371900,True,1778816700,True,1779162300,True,1779165900,target_1r,target_1r,3.641,-2.318,1.2029,1.2029,0.4949517060367455,0.495,False,0,True,,,0,0,,True,1.028,0.908,0.772,2026-06-15T09:56:43.212337+00:00
COFORGE.NS_1778211900_ef7455c2fc05,COFORGE.NS,1778215500,1778215500,1,1778211900,1276.0,1346.0,1346.0,1359.3,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,0.0263,0.0263,0.23,0.12,False,0,False,34.1,1.994,7,0,,False,,0.864,0.027,2026-06-15T09:56:43.212337+00:00
ZYDUSLIFE.NS_1778471100_302288debd8e,ZYDUSLIFE.NS,1778474700,1778478300,1,1778471100,927.0,943.4,943.6,948.45,925.6,927.1,937.725,926.35,937.725,range_50,True,927.0,10.725,948.45,959.175,969.9,True,1778564700,7,,,True,1778730300,True,1778730300,True,1778730300,target_1r,target_1r,16.93,-0.93,0.6324,0.6324,0.43361545089882625,0.4336,False,0,True,14.0,4.391,7,1,0.833,False,,1.257,0.229,2026-06-15T09:56:43.212337+00:00
SYNGENE.NS_1778471100_6dda83c4163a,SYNGENE.NS,1778478300,1778481900,1,1778471100,454.4,480.75,486.5,490.6,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,0.1764,0.1764,0.05,0.05,False,0,False,32.2,3.516,12,0,,True,0.625,0.808,0.107,2026-06-15T09:56:43.212337+00:00
TATAPOWER.NS_1778474700_bd0004bc0dd3,TATAPOWER.NS,1778485500,1778489100,1,1778474700,428.7,435.7,433.4,437.9,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,6.9554,6.9554,0.92,0.8411,False,0,False,,,0,3,2.932,False,,1.14,1.627,2026-06-15T09:56:43.212337+00:00
HINDALCO.NS_1778471100_172282aba76d,HINDALCO.NS,1778557500,1778561100,1,1778471100,1030.5,1045.2,1050.3,1054.5,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,1.5283,1.5283,0.8316122715792601,0.8016,True,1,False,51.8,3.487,51,1,0.386,False,,0.978,1.134,2026-06-15T09:56:43.212337+00:00
NMDC.NS_1778492700_39bf5b30eb3a,NMDC.NS,1778557500,1778561100,1,1778492700,86.63,87.67,87.83,88.45,,,87.54,86.755,87.54,,False,86.63,0.91,88.45,89.36,90.27,True,1778564700,1,True,1778575500,True,1778647500,True,1778651100,True,1778654700,stop,entry_model_unavailable,10.934,-1.242,0.3945,0.3945,0.30000000000000004,0.214,True,1,False,29.3,5.732,13,3,4.431,False,,0.917,0.2,2026-06-15T09:56:43.212337+00:00
NTPC.NS_1778492700_833c37a8f7b2,NTPC.NS,1778557500,1778557500,1,1778492700,391.0,399.55,399.55,399.85,,,395.425,391.775,395.425,,False,391.0,4.425,399.85,404.275,408.7,True,1778564700,2,True,1778643900,True,1779853500,,,,,stop,entry_model_unavailable,1.701,-9.09,3.9461,3.9461,0.92,0.9005,True,1,False,19.3,4.868,8,2,1.932,False,,1.061,1.159,2026-06-15T09:56:43.212337+00:00
OBEROIRLTY.NS_1778492700_ac218cd54af2,OBEROIRLTY.NS,1778557500,1778557500,1,1778492700,1630.9,1656.9,1656.9,1708.5,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,1.8202,1.8202,0.7557763779527559,0.7558,True,1,False,37.3,4.653,17,2,0.313,False,,0.852,1.17,2026-06-15T09:56:43.212337+00:00
PFC.NS_1778489100_466312c45928,PFC.NS,1778557500,1778557500,1,1778489100,447.45,454.2,454.2,454.8,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,0.5231,0.5231,0.16416666666666668,0.1642,False,0,False,43.3,7.4,22,1,3.357,True,0.682,0.744,0.478,2026-06-15T09:56:43.212337+00:00
TATASTEEL.NS_1778492700_56e2b2fc506a,TATASTEEL.NS,1778557500,1778561100,1,1778492700,211.72,213.17,215.3,216.33,211.6,212.53,214.025,212.065,214.025,range_50,True,211.72,2.305,216.33,218.635,220.94,True,1778564700,1,True,1778571900,True,1778647500,True,1778661900,True,1778730300,stop,stop,4.488,-7.902,0.6987,0.6987,0.28807362204724407,0.2881,False,0,True,33.3,5.226,15,4,2.035,False,,0.716,0.447,2026-06-15T09:56:43.212337+00:00
PIDILITIND.NS_1778557500_b7f97d6d6061,PIDILITIND.NS,1778561100,1778564700,1,1778557500,1431.0,1467.5,1474.6,1480.0,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,0.4901,0.4901,0.20875000000000005,0.2088,False,0,False,53.3,6.423,28,2,2.331,False,,0.882,0.393,2026-06-15T09:56:43.212337+00:00
COLPAL.NS_1778561100_1a7cf1439248,COLPAL.NS,1778564700,1778568300,1,1778561100,2118.0,2148.0,2146.8,2157.2,2110.0,2159.8,2137.6,2134.9,2137.6,range_50,True,2118.0,19.6,2157.2,2176.8,2196.4,True,1778575500,2,True,1778647500,True,1778730300,True,1779162300,True,1779165900,stop,stop,4.27,-8.321,0.0,0.0,0.3566037735849056,0.3566,True,2,True,27.3,4.647,12,2,2.627,True,0.701,1.055,0.108,2026-06-15T09:56:43.212337+00:00
